cycle_count,avg_temperature,charge_rate,discharge_rate,depth_of_discharge,internal_resistance,state_of_health
892,27.367270666082923,1.105555371810565,0.6241873116767993,70.09634293016454,0.05092486314901376,92.31758075371542
7739,26.793427388323106,1.6237131684118404,1.0789539557599372,84.97618040179573,0.12160078617456078,57.69318994117351
6545,35.38276110101622,1.566801179002999,1.1129713470445262,37.62982352651212,0.10413652353941366,60.01060137987299
4388,35.73372918238497,1.0038691672108098,0.3641517228501536,14.090552779738852,0.11046245290581541,74.2114616414625
4330,26.254389926363018,0.1,0.5636212707765167,40.10564639330531,0.08855044200946484,75.13035611253355
8585,27.177861261489657,0.4471138523923467,0.5942587565099899,96.30596339250074,0.13616292303612765,51.45470594796261
859,33.78791586752628,1.3816670561922448,0.9096265959425536,21.432759405726852,0.05942644602222628,93.47463969617279
6973,24.20691031485737,0.22487428985735647,1.9923477286455373,17.475536297406325,0.1307862045347381,61.32206616404043
2014,27.126262083894897,0.836653705706525,0.5334064671882762,94.43372761590757,0.060615334353675915,87.29807992033001
941,30.627149371579044,1.1692403068445163,0.511521083432106,94.99230848102128,0.07109260834226154,88.60736016755294
5264,36.97157079375581,1.7347853478807551,0.43342985242807786,14.923685442991562,0.0898527928437831,70.91746313226189
9756,25.767809686743213,0.712490151772793,1.317772285621116,76.9452861551199,0.15921720257777724,42.54710313121647
7357,17.103308765785297,0.6782561454584353,0.979329201822449,42.97425041857704,0.10641700414895254,56.80623261727018
7611,16.583817727372523,0.9737771167522498,0.5518867259150207,49.22157160049216,0.12506444348131895,57.41117101662776
7174,21.184108533057067,1.1754564849050513,0.818602208110834,49.868814645814616,0.13799437221702895,59.119031116299794
7860,20.80782597260044,0.922876586301953,0.6042448495211494,96.83715611183436,0.13557256108245655,52.25863022756381
5132,28.917724689660638,1.5246341744429053,1.1479456405946227,18.466111425008858,0.1055324228864125,68.60787151737944
1281,21.677838924816765,0.600428083485764,2.342188303398168,77.30637352528183,0.05232584858375828,87.52191218641178
8397,25.08071528125157,1.0600804666895218,1.2754322028461182,0.5674108359608354,0.12662198755831644,48.9488139498678
4503,24.58139880512565,1.2226063551235096,0.9535057424463181,62.86101069088057,0.1084739582103116,71.23048240518659
5003,26.916444974064046,0.7998835950470717,0.6675122562560236,65.26779766990596,0.10475339491256982,71.18755889138686
3707,39.25753032066186,1.4198549682799833,0.32829995905757514,75.37062094506878,0.09597249247000565,74.71886349051427
1825,34.63363312601362,1.0744792706211748,1.3668448657015178,92.59623628061254,0.06898793812480741,89.0892999383664
9267,30.112905906932028,1.394422856576137,1.33967708918316,75.38351056556391,0.13985268515986515,45.353174873850136
7815,26.772816035934135,1.097052054024416,0.7669495016545969,73.21439858395088,0.13581661630475433,53.253795364608955
6438,26.96737140363885,1.188202285743614,1.6066669914713092,25.378751632097497,0.1169735303445597,61.560116360669795
4024,32.29422528966364,0.6838041215753223,1.0105534694425424,99.28397091714794,0.08854039998911957,76.43953312238273
8227,34.08918351346603,0.6846141474043883,1.3873803676975676,46.840881092392586,0.118129929434586,50.963559911534716
5454,23.646677457295798,1.6121982399643884,1.1480985010165057,41.74501022792231,0.11407908297319577,66.60976309269752
4434,30.255365289299622,1.3177552222601663,0.9114320600611808,50.18775732770935,0.09874026311639385,71.55707325711887
4504,15.778663019358811,0.4885174168887991,0.5225576943462565,39.40564557536834,0.08897737950852147,72.70328275924774
2272,31.48199648919418,1.0904317123274156,0.9272317038186644,59.36375712259545,0.08451252734128051,84.14438188234756
921,35.3350446937108,0.1,1.4210253344474235,34.96245897850264,0.06164812499066625,92.50368949512405
5545,28.03951961183387,0.7130299181502917,0.7459324440502866,23.99448489445959,0.10808398839095078,69.65316839534441
8878,42.715688972980736,1.480513838309953,1.2198706978015892,92.79949017957395,0.14761895576244838,46.690982099931304
638,23.83133086794765,0.9374272056444203,0.4586320589879983,92.78284799708119,0.063067066203053,94.12807138199284
8582,31.52208290712283,1.0589563348330155,1.390029168065179,49.62454127806887,0.13875674479130845,50.22825365201801
8276,29.74922677333831,0.1,1.1564706682449808,96.21473439443035,0.13087414946455003,54.26759010336256
2767,29.297916327896143,0.8038731909319241,0.3989446205817495,41.57171598443574,0.0975066415423453,81.04588535748952
6316,29.199744823966768,1.1691361119136063,0.8879927382391939,38.73788684666185,0.10582199179135987,62.62003911245584
1652,30.7497352100663,1.23264493769917,1.4657204546591849,91.69061357141744,0.0739797183899408,88.32624567517892
7580,35.9357112042459,1.4811778556671822,0.37048372967338794,63.29170030231738,0.12496140833627674,54.68364162260105
7005,39.64415365392321,0.8948711241132858,0.46452488068753284,76.25173699968822,0.12459713627463172,59.137215716420364
3545,29.984248288470898,0.9171720936879254,0.9652515226067534,41.27438315640213,0.09778423318370275,82.18828301936503
679,35.70721250520143,0.33394128529506883,2.066665365216097,40.70016644760152,0.053674215730312086,91.94826605681614
9706,25.08763137613252,0.897739230413401,0.6637109579802509,8.330370487810047,0.15307836342133666,47.86307982183026
4456,35.36168816908363,0.3692124688011007,1.2476369997927477,96.67438846137732,0.09721557280509774,70.97518923617656
8931,24.666059333211066,0.1,1.1300677038006754,22.795896684210604,0.13289698505721684,52.337248637672026
6779,37.634619552616925,0.45741031494471085,0.7052400498672281,49.4267063633931,0.1303709899871921,61.07703852033915
7783,45.47448614175268,1.7543424539019856,1.0805666758924375,11.461027184607053,0.13494187795673893,55.49850992454815
7598,29.145412784200257,0.8647193992433617,0.7760826689525224,64.69536133543663,0.12163450068488332,55.38434868873342
1946,14.65219556434814,1.109938681511683,0.8210976049417442,39.0875450247767,0.0804959377723808,86.16810313871376
