cycle_count,avg_temperature,charge_rate,discharge_rate,depth_of_discharge,internal_resistance,state_of_health
7100,21.870828566941828,0.1263913313376191,0.9123770188713995,98.80167684203433,0.1185710397173342,59.49526299101226
9478,34.08650581705064,1.2417558481050477,1.018362514132242,72.44218191083316,0.143917621752997,45.18833016179249
5194,26.66015368587343,0.8159564453567169,0.9190025720060786,61.187998159154446,0.1068684150856407,69.01638251561288
9788,27.897774187872493,0.7272209047125773,1.9146011489326151,52.2274760159522,0.1578192357458196,44.87550699893856
7294,30.987667675134976,0.9715154395906944,0.7277695549928811,12.195968250743016,0.1282845582177853,56.864562534577246
1192,17.91375323213355,0.6297372943748517,1.25845839538204,80.477186584915,0.041050750499836,93.6820287118673
6599,14.910751849915147,1.6676913488500629,1.0409636275651546,89.75635754087848,0.1108201968883186,60.10957650672388
6750,37.63330393796996,0.1602881325053581,0.6871953407191533,90.95181340938656,0.1255607319864721,57.8589325002766
2307,31.98409005021246,1.368354438889987,1.3180750799230387,90.7633978666102,0.0752071310741887,79.20931353911358
3191,29.626376089000424,1.1311801793015075,1.1233015709912682,95.08927033043128,0.0774840295982903,82.21834250459764
3991,43.4915882866116,0.3351853032204231,1.3730826167464536,93.15533748414848,0.1050062111542284,73.68122304180486
5558,22.711325345815204,0.8146476985562888,1.510893235078508,31.55283367748759,0.09135228163947,68.721732724622
552,33.75411002545791,1.2323894310502626,0.9187999900471382,67.51532174287776,0.0433130367860327,93.13510951444552
9598,35.05591903024602,1.4486953126624895,0.1,58.28261038229209,0.142856815189308,43.596865127668615
4345,35.15300983582738,1.639474834817732,0.4503157983756543,38.676842598180585,0.0794048210742844,70.5909634392494
6387,34.688763946415065,0.3261051249097197,0.3998392432603534,93.38858487702642,0.1231354943982958,59.86650390819349
7020,33.67567181780818,1.062302021372711,0.8487910900771891,10.727001517909873,0.1295936776879874,55.30815102823112
9187,38.16401814572741,0.1577679427288294,0.7897648959786547,81.14385966009274,0.1319937529944099,46.739390757484266
5219,34.34876127626539,0.768617307666634,1.2765825737979528,57.55291451280665,0.0928767454790022,66.82341354854758
8421,37.758433045160274,0.7835590634095143,0.954779926503193,47.471635789061736,0.1221763226403462,51.06457386922247
43,35.94769176713945,0.9633226027116124,0.6046350427583946,1.1906591999208294,0.0464267925522576,99.988769784251
4702,22.13775412538427,1.1308730473585986,1.6690897850231594,15.91692955414844,0.0997942161319389,71.92704010841604
7930,27.66812663881452,1.3008606863028174,0.8321798674247413,54.24862882439079,0.1430843874025689,56.87028930544969
4426,31.581018854215863,0.1,1.0981744820310289,63.24932350167138,0.0940368267274107,71.59860675597344
9039,32.3563659463914,1.595425522129045,0.9335439179334608,24.40177356418809,0.1341283423943625,45.22892193667673
3201,20.041739810663664,0.5498750110492452,1.0043218528079492,24.60502656822472,0.0776979479241861,81.25727424436586
2159,41.95153409570088,1.1373618242249102,0.3112464685692778,72.30860277436099,0.0805890834914403,88.51067176939769
8272,33.97817916276115,1.919074257383035,0.8373137429174291,8.67035204583182,0.1271465180016823,53.323589638407135
7746,32.57607025546163,0.3901383309500612,0.5694124426704111,96.88053147744216,0.1275264820151765,53.40959648845372
9152,30.833867505563944,1.7893963699249311,0.2295838658123786,50.00056031150402,0.1289813720451017,50.096186394085215
7737,36.378596036334535,0.838056487639705,0.8807579589407863,69.8113842587167,0.1132711563344269,54.94962648695056
2647,20.60351963773659,0.1151017449394381,0.9568862064448906,28.463878022692192,0.0772898619351439,84.85043517641172
766,28.29530370792597,1.0175752896952546,0.8261678944219953,11.999729759892762,0.0393457235615498,93.32096512799916
4947,28.323702544185736,1.942778451782055,1.2121474622811803,84.95310370914068,0.1026962188515545,68.98313942825293
491,33.91158496499621,0.9153361516157632,1.0085703339866008,7.806625528967848,0.0585051331118825,97.01801155750996
2658,16.715298500701564,0.2353069670958602,0.4302678884255937,34.407159976724266,0.088620390578428,82.20499701594858
9718,32.6554104442643,1.0799556196587572,0.8277623736587771,41.60620609981132,0.1379015653445836,46.384015560621314
7516,25.50051501251493,1.2387248020623025,1.5734065158178794,16.925708707045438,0.1196171755216467,60.57720882099717
4473,29.626599264272905,0.6839423535301521,1.6945735482796895,2.5321896414725376,0.0861694100506935,70.9249818350367
9426,37.07044587805449,0.7214887024659797,0.6649346293363566,17.20215155414816,0.1361140768313338,43.5244165403542
7108,37.750114998103065,1.2895469517543692,0.3889540061201247,68.25018506249403,0.1280868929818742,55.38078932318837
9940,23.874232504637128,1.3597809157989675,1.969262771170173,94.01653269195616,0.1221396131665522,42.27816265967494
3533,22.596416427139943,1.615278987965851,1.6985156874396743,56.3607931042794,0.0877430927438123,75.51364811316432
1643,28.016597784047505,1.1319467390057742,1.5736712113706806,18.64220053720703,0.0884068414499614,87.8944946751267
5890,32.20530125281319,0.739549219168383,1.1413898721441915,68.09666981764003,0.1187636349171976,61.99156163531191
6349,21.713686320578635,0.8090994178114109,0.9450403412951188,92.13691334934556,0.1357522798297423,59.8387097375669
2438,25.138743306522528,1.0667065407854115,1.122405331560701,30.651200180303505,0.0694032814814959,85.68758485605503
2725,34.44786510712803,1.830606921786155,1.0375176311207546,18.716498687641693,0.0704978328364893,79.1686625312098
1241,36.22589419567168,0.3517458346805022,1.039496483804201,80.32277583398165,0.0566133363844672,87.37165506104056
4754,30.198287215580585,1.7135247291196043,1.1105495233841072,72.22680362271039,0.0969437459240289,73.82854496911877
3827,44.12466560124125,0.1,1.5475887232051928,90.95179554576352,0.0894380616724553,76.87937161286634
897,32.78129815784005,0.8794822787260073,1.5861185674318876,48.42718391176157,0.0542831764994269,90.62169457377288
5050,38.25268205014154,0.7289073657953307,0.8310514566477052,12.091347236703433,0.1076502238366654,70.30781449046687
365,22.809385823186386,0.4865899316132459,0.4655394065453538,18.011455521915753,0.0472000061184263,94.88363506947444
6491,16.714451370489527,1.2095103019289903,0.945811578022926,61.79567944667287,0.1230991659989459,60.804292699866565
4667,38.62312594002512,0.1047244902740512,0.9877818825668392,52.83786544879649,0.0963806573711486,71.980602576752
4192,32.49698847325167,1.2351349529322426,0.898345735746339,10.729725429430804,0.1026324576024793,71.82446770577576
781,34.16466720723761,1.5886226664145484,0.4804680292005523,22.981412956968693,0.066669025023975,94.33782543548443
1107,23.100406817233235,1.4837202300689534,0.5173550235903267,59.63381613914404,0.0493272133561374,91.17246254958644
1121,16.44799209641109,0.1,1.839164425230976,16.13568080117006,0.0618558822773864,89.70133269542683
3488,22.375193159031888,0.954152408858588,1.693154972590898,38.14208655676522,0.0860473888250521,76.32179845074583
8781,32.96973696218632,0.5691897455379029,0.5839755117963562,64.7570119416163,0.136531992641879,51.665911580682895
3783,43.96322492886379,1.8411316243633404,1.316208861065452,63.07922829660213,0.0928138150311211,75.66420754647434
7447,28.95045079672704,0.8203966541739277,0.1172926807949844,25.697911597102816,0.1373277393895837,57.54319793144736
